hours_studied,attendance,previous_gpa,tutoring_sessions,sleep_hours,stress_level,screen_time,exam_anxiety,gender,age,part_time_job,study_method,diet_quality,internet_quality,extracurricular,family_income,final_grade,final_gpa,risk_status
8.32,87.68,2.22,7,8.89,10,10.34,5,female,20,no,offline,poor,average,no,high,C,2.69,Not At Risk
9.36,44.71,1.77,7,8.1,0,6.49,9,male,28,yes,hybrid,average,excellent,no,middle,A,3.89,Not At Risk
6.68,79.62,2.59,2,6.31,5,9.83,0,male,22,yes,offline,good,excellent,no,middle,B,3.41,Not At Risk
10.1,52.52,3.8,6,4.52,9,7.93,9,male,16,yes,online,good,average,no,low,C,2.82,Not At Risk
3.11,99.26,2.3,6,7.53,8,4.76,6,male,26,no,offline,poor,good,yes,high,D,2.35,At Risk
0.56,44.49,2.9,7,7.64,8,10.33,0,male,16,no,offline,good,excellent,no,high,D,2.28,At Risk
8.46,91.51,1.75,5,7.32,2,11.94,5,male,28,no,offline,poor,good,no,middle,A,3.98,Not At Risk
7.94,69.63,3.9,1,9.24,5,11.38,4,female,16,no,offline,poor,good,no,middle,B,3.34,Not At Risk
8.55,72.14,1.35,6,5.03,4,6.32,8,female,21,yes,online,poor,excellent,no,low,B,3.47,Not At Risk
8.15,80.45,3.64,6,5.92,7,3.48,10,male,23,no,online,good,average,no,middle,B,3.22,Not At Risk
5.54,95.77,3.6,7,7.77,8,7.04,9,male,17,no,online,poor,average,no,middle,C,2.87,Not At Risk
2.69,73.22,2.06,7,4.17,6,5.76,0,male,23,yes,offline,good,excellent,no,low,C,2.75,Not At Risk
4.81,51.97,1.64,0,7.7,1,0.35,9,male,18,yes,hybrid,average,good,yes,middle,D,2.4,At Risk
6.81,40.48,1.11,7,8.89,7,3.88,2,female,27,yes,online,average,average,yes,high,C,2.57,Not At Risk
7.51,53.41,2.78,4,9.09,8,1.18,6,male,19,no,hybrid,good,excellent,no,middle,C,2.63,Not At Risk
5.55,76.33,3.63,0,7.12,0,11.36,2,female,29,no,online,good,good,no,high,A,3.57,Not At Risk
4.31,81.53,3.63,6,7.96,0,7.29,0,female,19,yes,online,average,excellent,no,high,A,3.82,Not At Risk
3.13,60.18,2.52,0,7.14,3,9.7,9,male,29,no,hybrid,poor,good,no,middle,F,1.38,At Risk
0.42,51.77,3.25,4,8.86,9,5.64,10,male,24,yes,hybrid,poor,good,no,low,F,1.14,At Risk
6.58,64.47,1.54,5,7.66,3,2.62,7,female,26,yes,hybrid,good,poor,yes,high,B,3.17,Not At Risk
7.05,71.97,2.63,4,4.28,7,5.39,4,female,23,yes,offline,good,poor,no,low,C,2.52,Not At Risk
4.25,87.46,3.16,0,4.09,10,4.52,5,female,29,yes,offline,average,excellent,yes,middle,F,0.05,At Risk
5.06,86.67,2.9,0,9.85,5,6.7,10,female,27,yes,offline,poor,excellent,yes,low,D,2.3,At Risk
2.6,90.91,1.74,0,5.52,3,11.63,10,female,20,no,offline,poor,good,no,low,F,1.21,At Risk
9.82,73.48,1.79,2,9.79,3,6.72,5,male,16,no,hybrid,average,poor,no,low,A,3.7,Not At Risk
10.46,64.32,2.58,3,7.88,8,0.24,2,male,18,no,online,average,good,no,high,A,3.68,Not At Risk
7.88,67.97,1.7,0,6.43,0,5.12,8,female,25,yes,offline,good,excellent,yes,high,B,3.23,Not At Risk
5.97,90.58,3.14,1,8.95,4,0.37,6,male,21,no,offline,average,good,yes,low,B,3.49,Not At Risk
2.73,52.94,3.07,3,7.09,3,9.99,3,female,24,no,offline,poor,average,yes,middle,C,2.53,Not At Risk
1.35,79.59,1.61,2,4.94,7,11.32,6,female,21,no,offline,average,excellent,no,low,F,0.97,At Risk
0.08,96.6,3.4,5,6.12,8,3.89,4,female,29,no,hybrid,poor,poor,yes,low,D,2.35,At Risk
11.2,60.26,3.56,3,4.46,10,7.15,5,male,19,no,offline,average,poor,no,middle,C,2.8,Not At Risk
6.47,88.78,2.72,6,6.68,4,3.31,5,female,27,no,hybrid,poor,average,yes,low,A,3.99,Not At Risk
4.96,70.41,1.03,7,9.55,8,11.66,6,male,18,no,hybrid,good,good,no,low,D,2.38,At Risk
6.41,90.95,3.93,7,4.55,1,3.32,10,male,24,yes,offline,poor,excellent,yes,middle,A,3.54,Not At Risk
6.07,40.14,1.77,3,5.65,0,2.5,1,female,24,yes,offline,poor,good,no,low,A,3.5,Not At Risk
3.54,42.26,1.25,2,5.11,3,5.15,7,male,23,yes,offline,average,average,no,low,F,1.2,At Risk
10.28,71.58,3.5,3,9.18,3,8.87,7,male,21,yes,hybrid,average,good,yes,middle,A,3.61,Not At Risk
7.22,89.32,1.0,4,9.14,5,7.64,5,male,19,yes,hybrid,good,excellent,no,middle,B,3.38,Not At Risk
2.66,66.5,2.07,0,8.38,2,4.46,10,male,27,no,hybrid,average,good,no,middle,D,2.46,At Risk
4.34,65.44,3.1,4,4.57,5,5.01,7,female,27,no,hybrid,good,average,no,low,C,2.8,Not At Risk
10.57,64.36,2.74,3,7.6,2,0.74,1,female,17,no,online,poor,excellent,no,middle,A,3.9,Not At Risk
11.08,98.55,3.17,0,7.62,2,9.2,3,female,24,no,online,poor,poor,yes,middle,A,3.58,Not At Risk
6.78,56.22,1.77,7,8.52,10,6.54,5,female,27,no,hybrid,good,good,yes,middle,D,2.19,At Risk
7.69,83.97,3.73,5,4.75,2,0.68,5,male,28,yes,hybrid,good,poor,yes,middle,A,3.85,Not At Risk
2.88,50.94,3.95,1,9.85,3,2.1,5,male,29,no,offline,good,poor,no,low,B,3.36,Not At Risk
2.32,60.77,2.88,3,5.21,4,1.29,7,female,23,yes,offline,poor,average,no,middle,D,2.32,At Risk
1.02,95.4,3.37,5,7.92,5,3.43,7,female,22,no,offline,good,average,no,low,C,2.73,Not At Risk
0.12,70.28,1.66,3,8.49,9,10.48,10,male,24,yes,offline,good,poor,yes,middle,F,0.74,At Risk
7.57,58.35,3.27,3,4.56,5,1.37,10,male,25,yes,online,average,poor,no,high,C,2.54,Not At Risk
8.13,84.87,3.49,5,9.72,1,5.22,9,female,24,yes,hybrid,good,good,yes,high,A,3.96,Not At Risk
2.62,94.9,3.72,5,8.47,1,4.49,7,female,26,yes,hybrid,good,excellent,no,low,A,3.97,Not At Risk
3.65,72.73,1.15,6,7.92,8,4.44,0,female,27,no,hybrid,poor,good,no,high,C,2.6,Not At Risk
10.76,84.25,3.75,2,7.47,7,6.3,6,female,22,yes,online,good,excellent,no,middle,B,3.39,Not At Risk
11.18,80.48,1.38,7,5.97,0,0.72,10,male,26,yes,offline,good,poor,no,middle,A,3.86,Not At Risk
5.38,58.98,3.32,5,8.25,2,4.56,9,male,19,yes,online,poor,excellent,no,low,B,3.47,Not At Risk
7.21,79.72,2.88,4,8.99,1,1.71,4,male,21,no,offline,poor,poor,yes,high,A,3.69,Not At Risk
10.14,59.19,3.29,5,5.27,2,1.2,3,female,21,yes,online,good,good,yes,middle,A,3.8,Not At Risk
2.36,75.01,3.45,0,5.62,3,3.77,7,female,21,yes,hybrid,average,excellent,no,high,D,2.29,At Risk
10.44,43.47,2.08,3,9.09,1,2.89,2,male,17,no,online,average,poor,yes,middle,A,3.65,Not At Risk
10.65,80.5,1.1,6,8.31,0,3.42,6,male,21,yes,hybrid,good,poor,no,high,A,3.86,Not At Risk
7.6,49.27,2.46,5,9.74,9,3.18,3,male,27,no,online,average,good,no,high,C,2.95,Not At Risk
10.52,84.23,2.55,7,8.95,3,10.11,5,female,21,yes,online,good,good,yes,high,A,3.72,Not At Risk
10.52,41.78,1.95,5,6.97,0,9.58,8,female,27,yes,online,poor,average,no,high,A,3.97,Not At Risk
6.09,80.05,2.1,5,5.62,4,7.45,1,female,25,yes,online,poor,poor,no,low,B,3.07,Not At Risk
6.83,67.79,3.29,7,7.34,4,7.89,4,female,17,no,hybrid,good,good,no,middle,A,3.96,Not At Risk
11.0,71.83,1.36,0,6.0,3,1.74,3,male,25,no,offline,poor,good,no,middle,A,3.95,Not At Risk
2.07,97.34,3.39,2,7.96,7,9.07,1,female,19,no,hybrid,good,average,no,low,C,2.9,Not At Risk
8.1,51.16,2.86,0,6.57,8,5.45,2,female,18,no,hybrid,good,good,yes,middle,C,2.67,Not At Risk
3.5,93.93,3.86,2,5.84,6,9.58,5,female,23,yes,hybrid,average,good,yes,middle,C,2.92,Not At Risk
10.56,98.93,2.56,5,7.51,7,0.1,1,male,27,no,online,poor,good,no,low,A,3.61,Not At Risk
3.77,70.85,2.03,0,4.56,10,9.45,4,male,19,no,online,poor,good,no,low,F,0.09,At Risk
10.67,48.75,1.21,5,7.74,9,3.55,1,male,21,yes,online,average,good,yes,middle,B,3.35,Not At Risk
11.49,64.4,3.17,1,9.61,9,10.77,2,female,24,no,hybrid,poor,good,yes,middle,B,3.06,Not At Risk
8.78,47.92,2.11,6,8.48,2,7.97,5,male,27,yes,offline,poor,poor,no,low,A,3.88,Not At Risk
2.0,50.36,3.65,4,9.4,1,6.11,9,male,17,yes,hybrid,poor,excellent,yes,middle,C,2.94,Not At Risk
11.83,86.13,2.59,1,6.67,8,7.14,6,female,20,yes,offline,average,excellent,no,low,B,3.01,Not At Risk
6.76,77.04,3.97,5,6.33,6,0.87,1,female,27,no,hybrid,average,good,no,low,A,3.82,Not At Risk
6.0,57.15,2.37,4,7.4,2,4.08,5,male,26,no,online,poor,excellent,no,high,B,3.05,Not At Risk
10.23,47.74,3.14,6,8.08,4,11.12,1,male,18,yes,hybrid,good,good,no,middle,A,3.99,Not At Risk
1.57,93.93,3.01,7,9.58,3,8.17,0,male,21,no,offline,poor,average,yes,middle,A,3.71,Not At Risk
9.8,44.32,2.26,7,8.13,4,0.24,7,male,16,no,online,poor,good,yes,high,A,3.86,Not At Risk
9.97,76.92,3.95,7,6.24,7,0.81,10,male,23,yes,online,good,average,yes,high,A,3.81,Not At Risk
5.62,80.16,2.73,6,5.54,3,1.99,7,male,18,no,offline,average,excellent,yes,low,B,3.4,Not At Risk
10.38,78.26,1.8,7,9.23,1,2.82,8,female,21,no,online,average,average,no,low,A,3.7,Not At Risk
1.46,48.29,1.16,0,9.7,4,5.84,8,male,29,no,hybrid,good,average,no,low,F,1.53,At Risk
7.51,49.37,3.61,4,4.14,6,1.82,5,male,16,yes,online,average,excellent,no,low,B,3.2,Not At Risk
0.7,98.74,1.7,3,4.07,9,9.49,7,male,24,no,offline,poor,excellent,yes,middle,F,1.03,At Risk
1.39,56.25,3.96,6,6.74,3,6.24,9,male,17,no,offline,good,excellent,no,low,C,2.68,Not At Risk
0.92,91.95,3.7,4,8.05,5,3.18,0,male,29,yes,hybrid,poor,excellent,no,low,B,3.08,Not At Risk
2.26,87.3,2.0,5,7.39,10,9.06,7,male,28,no,offline,poor,poor,no,high,F,1.23,At Risk
2.56,70.8,3.81,5,8.3,5,2.95,1,female,22,yes,hybrid,average,poor,yes,high,B,3.05,Not At Risk
3.23,61.33,3.11,3,8.77,5,4.94,7,female,19,yes,online,poor,good,no,low,D,2.2,At Risk
8.81,86.17,2.5,1,4.59,8,3.21,7,female,28,yes,hybrid,average,average,yes,low,C,2.71,Not At Risk
10.11,79.18,2.66,2,6.65,8,2.69,4,male,18,no,offline,good,average,no,high,B,3.45,Not At Risk
3.76,95.01,3.72,3,6.73,0,11.87,5,female,19,no,offline,poor,poor,no,middle,B,3.45,Not At Risk
10.08,43.84,1.94,0,9.92,1,7.07,1,male,26,yes,online,good,excellent,no,middle,A,3.67,Not At Risk
7.07,66.04,2.79,6,9.29,8,1.36,10,female,18,yes,offline,average,average,yes,high,C,2.61,Not At Risk
9.85,78.26,1.6,2,4.27,2,9.3,3,male,19,no,hybrid,good,average,yes,high,A,3.92,Not At Risk
11.96,81.11,2.04,3,9.85,5,4.75,7,female,26,no,hybrid,good,average,no,low,A,3.62,Not At Risk
9.4,93.03,3.86,1,9.66,0,11.86,6,male,17,yes,online,good,excellent,yes,low,A,3.74,Not At Risk
9.88,97.22,3.19,4,7.85,7,10.02,10,female,27,yes,offline,good,poor,yes,middle,B,3.45,Not At Risk
1.74,49.33,2.46,5,8.13,10,10.99,9,female,18,no,offline,poor,good,no,high,F,0.12,At Risk
9.16,95.76,2.58,4,7.01,3,4.92,8,female,23,yes,hybrid,average,good,no,middle,A,3.58,Not At Risk
11.41,98.87,3.06,5,9.37,6,11.14,10,female,23,yes,online,good,poor,yes,high,B,3.46,Not At Risk
6.64,72.02,3.32,5,4.47,0,3.05,10,female,24,yes,online,good,excellent,no,low,A,3.69,Not At Risk
6.36,78.85,3.16,7,9.2,0,9.36,8,female,28,yes,offline,poor,excellent,no,high,A,3.89,Not At Risk
2.7,99.88,3.42,0,6.24,6,7.74,5,female,16,no,offline,average,average,no,low,D,2.36,At Risk
2.25,78.59,1.88,3,6.63,2,6.29,7,female,18,no,offline,average,good,no,low,D,2.13,At Risk
9.9,96.53,1.16,3,8.56,1,11.09,5,male,29,no,online,good,average,yes,high,A,3.61,Not At Risk
0.68,82.69,1.99,2,9.37,8,8.14,0,female,28,no,hybrid,good,average,yes,high,D,2.4,At Risk
2.78,97.27,3.27,3,5.88,0,1.99,6,male,21,yes,online,poor,good,yes,low,A,3.84,Not At Risk
7.41,55.76,3.33,7,7.21,6,8.51,3,male,25,yes,online,poor,average,yes,low,B,3.09,Not At Risk
2.45,68.58,3.34,3,8.03,4,3.14,2,male,22,yes,online,average,poor,no,low,B,3.47,Not At Risk
4.87,81.56,2.97,4,8.14,0,6.65,8,male,29,no,offline,poor,good,yes,low,B,3.28,Not At Risk
10.74,45.25,1.06,7,5.06,1,11.99,7,male,24,no,online,poor,average,yes,low,B,3.35,Not At Risk
4.84,62.24,2.32,6,9.1,8,7.98,1,female,28,no,offline,average,poor,yes,low,C,2.91,Not At Risk
9.07,53.81,3.24,3,6.63,7,0.15,7,female,19,yes,online,poor,good,no,high,B,3.03,Not At Risk
5.44,54.06,3.1,2,9.83,7,5.84,5,female,25,yes,offline,poor,poor,yes,low,C,2.79,Not At Risk
1.19,56.62,3.72,3,9.84,2,11.84,1,female,28,no,online,average,poor,yes,middle,B,3.46,Not At Risk
5.04,52.78,3.56,4,6.77,3,10.72,4,male,27,yes,offline,poor,poor,yes,middle,B,3.09,Not At Risk
0.47,63.61,2.7,5,4.69,2,3.73,6,female,17,no,offline,poor,average,no,low,C,2.85,Not At Risk
6.41,45.82,2.94,6,7.02,9,8.47,3,female,19,yes,offline,poor,excellent,yes,high,C,2.63,Not At Risk
10.53,95.55,2.04,2,9.94,10,11.74,8,male,27,yes,online,poor,excellent,yes,high,D,2.48,At Risk
6.89,40.78,3.56,3,4.2,0,6.4,1,female,16,no,online,good,excellent,no,high,A,3.56,Not At Risk
0.51,65.54,3.32,6,8.99,6,10.77,7,female,22,no,offline,poor,good,no,low,D,2.32,At Risk
7.66,43.11,1.68,2,7.79,1,11.02,9,female,21,yes,offline,good,good,yes,high,C,2.67,Not At Risk
10.54,69.55,1.56,4,5.61,8,2.78,7,male,27,yes,hybrid,poor,average,no,middle,C,2.51,Not At Risk
5.82,59.67,1.92,3,6.0,10,1.28,3,male,18,no,hybrid,average,excellent,no,middle,D,2.43,At Risk
4.57,88.52,3.29,6,7.99,6,4.32,4,male,22,yes,hybrid,poor,poor,no,low,B,3.49,Not At Risk
2.67,41.28,3.0,2,7.93,10,2.75,8,male,20,no,offline,good,excellent,yes,middle,F,1.74,At Risk
3.65,68.85,2.73,1,9.59,10,2.95,2,female,26,no,online,good,poor,yes,middle,D,2.27,At Risk
0.06,77.37,3.99,5,8.25,1,2.95,2,male,21,no,online,good,good,no,low,A,3.87,Not At Risk
6.37,63.03,3.41,5,9.36,4,2.67,3,male,27,no,online,average,excellent,no,high,A,3.87,Not At Risk
6.78,69.74,1.33,3,7.4,1,3.68,4,female,18,yes,offline,average,good,no,high,B,3.24,Not At Risk
4.38,89.58,1.05,5,7.02,5,9.68,2,male,26,no,offline,poor,good,no,low,C,2.53,Not At Risk
3.37,87.24,1.87,1,5.1,6,0.77,2,male,26,no,hybrid,poor,average,no,low,C,2.57,Not At Risk
10.19,47.03,1.82,0,9.84,4,11.93,0,female,24,no,online,average,good,no,middle,B,3.08,Not At Risk
9.02,88.41,1.4,2,5.31,4,11.52,5,female,21,no,hybrid,average,good,no,low,C,2.71,Not At Risk
8.09,61.14,2.52,2,4.4,4,9.4,5,male,27,yes,hybrid,poor,average,no,middle,C,2.59,Not At Risk
10.98,74.1,2.48,0,6.26,9,8.62,10,male,20,no,hybrid,good,excellent,yes,low,D,2.43,At Risk
9.55,52.76,3.04,3,8.5,9,2.71,2,male,17,no,offline,average,poor,yes,middle,B,3.45,Not At Risk
11.2,97.69,2.7,0,4.91,6,9.99,6,male,17,yes,offline,poor,excellent,yes,low,B,3.31,Not At Risk
5.37,48.36,3.35,0,4.21,5,7.45,3,female,27,no,offline,good,good,yes,low,D,2.46,At Risk
0.47,71.43,3.9,6,5.33,5,1.76,1,male,25,yes,hybrid,poor,poor,yes,middle,B,3.46,Not At Risk
7.8,71.4,2.62,0,4.62,0,8.27,3,female,18,yes,online,good,average,yes,low,A,3.75,Not At Risk
4.68,59.1,2.01,5,4.75,1,11.37,1,female,25,no,hybrid,good,good,yes,low,B,3.38,Not At Risk
1.21,52.59,1.29,5,5.19,5,11.08,7,male,29,no,offline,good,good,no,middle,F,1.61,At Risk
5.11,85.47,3.45,2,8.03,7,0.98,7,male,19,no,offline,poor,excellent,yes,low,C,2.93,Not At Risk
3.66,94.32,3.79,1,5.35,5,0.78,2,female,22,no,online,poor,average,yes,low,B,3.14,Not At Risk
5.85,90.2,3.82,6,6.42,4,9.49,6,male,29,no,offline,good,excellent,no,low,B,3.09,Not At Risk
7.07,55.91,2.44,5,4.16,1,7.4,6,male,17,no,online,average,good,no,high,B,3.09,Not At Risk
7.35,91.32,1.52,2,8.65,10,3.37,0,male,26,no,offline,poor,average,yes,middle,C,2.63,Not At Risk
5.49,92.23,1.82,6,8.19,1,4.92,1,female,19,no,online,average,good,yes,middle,A,3.56,Not At Risk
5.94,99.1,2.45,6,8.84,6,2.19,9,male,16,yes,offline,good,excellent,no,low,B,3.1,Not At Risk
0.18,77.57,1.49,6,9.15,6,7.21,1,male,23,no,hybrid,poor,average,yes,low,D,2.02,At Risk
6.02,62.45,3.14,1,5.27,9,1.78,10,female,19,no,offline,average,poor,yes,middle,F,1.22,At Risk
10.46,42.65,3.33,4,6.81,8,10.84,7,male,26,no,offline,poor,excellent,no,low,C,2.88,Not At Risk
8.4,83.44,3.52,1,9.79,5,11.4,10,female,28,yes,hybrid,average,excellent,yes,middle,C,2.9,Not At Risk
8.6,73.08,2.35,4,7.97,6,2.37,6,female,23,no,offline,good,good,no,low,B,3.06,Not At Risk
8.32,71.88,2.83,2,4.02,8,7.36,7,male,25,no,online,good,average,yes,middle,D,2.13,At Risk
0.21,96.62,1.1,6,6.95,7,0.98,0,female,20,yes,online,poor,poor,yes,low,C,2.63,Not At Risk
10.51,74.19,3.46,5,9.04,7,7.42,9,female,23,no,offline,good,average,yes,high,B,3.49,Not At Risk
2.31,64.58,3.46,4,8.01,8,11.08,7,male,20,no,online,good,poor,no,middle,F,1.36,At Risk
11.63,46.55,1.28,1,7.32,6,0.13,0,female,27,yes,online,average,good,no,high,A,3.62,Not At Risk
4.61,63.71,2.32,6,7.71,1,6.85,2,male,22,yes,offline,average,poor,yes,middle,A,3.58,Not At Risk
8.31,89.88,2.44,4,6.15,8,0.45,2,female,22,no,hybrid,average,excellent,no,middle,A,3.67,Not At Risk
6.15,40.55,3.33,5,4.63,1,6.79,7,female,21,yes,hybrid,poor,good,yes,high,B,3.08,Not At Risk
8.82,88.32,3.75,6,8.06,7,2.84,4,male,18,no,online,poor,excellent,no,low,A,3.61,Not At Risk
4.99,89.22,3.09,0,5.09,10,5.73,0,female,25,no,online,good,poor,no,high,D,2.2,At Risk
8.37,46.45,3.43,3,7.26,3,0.01,10,male,21,yes,hybrid,average,poor,yes,middle,B,3.23,Not At Risk
1.05,76.95,2.38,6,9.79,6,0.91,8,female,29,no,hybrid,good,poor,no,high,D,2.05,At Risk
8.51,81.8,2.25,0,4.48,4,8.83,3,female,27,yes,offline,good,poor,no,middle,B,3.12,Not At Risk
5.77,75.75,3.24,6,7.26,2,7.06,7,female,23,yes,online,poor,poor,yes,middle,A,3.87,Not At Risk
3.38,68.71,3.51,4,5.6,8,6.25,4,male,17,no,online,poor,good,no,high,D,2.44,At Risk
11.22,53.43,3.27,6,5.19,2,3.06,4,male,19,no,hybrid,good,excellent,no,low,A,3.87,Not At Risk
8.68,47.02,2.95,6,7.05,3,11.51,4,male,18,yes,online,poor,good,yes,high,A,3.88,Not At Risk
4.15,88.78,1.58,5,4.03,9,2.74,5,male,21,yes,online,average,good,yes,high,D,2.3,At Risk
8.32,83.58,2.86,5,4.75,0,8.39,5,female,21,yes,online,poor,excellent,no,middle,A,3.86,Not At Risk
2.57,99.71,1.92,3,9.58,9,4.3,9,female,25,yes,online,poor,excellent,yes,middle,F,1.69,At Risk
3.55,51.03,2.66,7,9.05,9,5.04,8,female,28,no,online,average,average,yes,high,D,2.02,At Risk
4.57,85.19,1.98,0,4.97,1,7.3,10,male,21,yes,online,poor,excellent,yes,middle,D,2.07,At Risk
8.37,68.22,2.22,4,9.13,8,1.9,5,male,26,yes,online,average,good,yes,middle,B,3.2,Not At Risk
1.49,62.65,1.26,7,9.7,9,5.87,10,male,29,yes,hybrid,poor,average,yes,low,F,1.75,At Risk
7.58,92.38,3.33,1,5.51,0,5.38,0,female,20,yes,hybrid,average,good,no,middle,A,3.58,Not At Risk
8.68,60.05,2.21,7,8.05,2,3.41,1,male,25,yes,hybrid,average,average,no,high,A,3.82,Not At Risk
4.76,40.46,3.13,0,5.87,8,10.61,0,male,16,yes,hybrid,poor,excellent,yes,low,D,2.08,At Risk
6.19,45.18,2.05,5,7.98,7,3.36,7,female,18,yes,offline,average,excellent,yes,middle,D,2.24,At Risk
2.62,80.63,3.91,4,9.61,10,5.91,8,female,29,no,online,poor,good,yes,middle,D,2.0,At Risk
11.56,88.51,3.01,3,9.98,6,7.75,1,male,29,yes,hybrid,good,average,yes,middle,A,3.66,Not At Risk
4.09,96.89,1.34,2,8.82,7,6.31,1,male,26,yes,offline,good,good,no,low,C,2.95,Not At Risk
6.62,98.56,2.65,2,9.43,8,9.38,9,male,17,yes,online,good,excellent,yes,middle,D,2.29,At Risk
2.04,48.84,3.38,4,9.2,9,2.87,7,male,16,no,online,average,poor,yes,middle,F,1.23,At Risk
6.49,48.47,1.57,2,8.44,8,6.73,6,female,23,no,hybrid,good,poor,yes,middle,F,1.41,At Risk
1.13,41.32,1.33,4,6.57,3,11.15,7,female,22,yes,online,good,good,yes,middle,F,1.77,At Risk
0.61,59.82,1.15,6,6.75,10,0.22,2,male,22,yes,online,good,excellent,no,middle,F,0.19,At Risk
1.9,74.79,3.53,0,6.01,9,9.89,2,female,22,no,hybrid,good,average,no,low,F,1.63,At Risk
7.55,91.08,2.26,2,5.77,2,11.49,3,male,21,no,online,average,average,no,middle,B,3.34,Not At Risk
2.88,67.79,2.5,5,7.56,4,11.63,1,female,19,yes,online,average,excellent,yes,middle,C,2.95,Not At Risk
11.32,54.27,2.06,3,5.74,3,11.41,7,male,27,yes,online,good,good,no,low,B,3.09,Not At Risk
0.95,91.31,2.42,1,9.29,8,7.82,9,male,27,yes,hybrid,average,average,no,high,F,0.76,At Risk
9.02,67.45,1.51,2,7.08,10,7.22,0,male,24,yes,hybrid,poor,average,no,low,C,2.96,Not At Risk
0.21,54.47,2.99,0,4.83,1,2.51,7,male,25,no,offline,average,good,yes,low,D,2.1,At Risk
5.81,75.33,1.37,6,7.96,6,6.33,5,female,29,yes,hybrid,good,poor,no,high,C,2.57,Not At Risk
7.81,71.93,2.66,1,4.11,10,9.03,4,male,22,yes,hybrid,good,poor,no,middle,D,2.44,At Risk
2.91,82.18,3.94,2,8.3,3,8.74,4,male,25,no,online,poor,average,yes,low,B,3.33,Not At Risk
5.31,62.14,2.37,2,5.22,8,5.65,4,female,18,yes,hybrid,good,excellent,no,low,D,2.28,At Risk
2.01,59.2,1.38,4,4.1,5,0.76,6,female,18,no,offline,poor,good,no,middle,D,2.27,At Risk
2.88,57.9,3.65,0,8.61,8,0.02,4,male,20,yes,offline,poor,excellent,yes,high,D,2.42,At Risk
4.56,90.36,3.54,6,4.69,1,11.58,7,female,20,yes,hybrid,poor,excellent,no,low,B,3.26,Not At Risk
3.57,78.55,2.08,5,8.35,1,8.84,9,female,24,yes,hybrid,average,poor,no,high,C,2.84,Not At Risk
0.96,96.98,3.39,3,4.29,4,2.47,0,male,25,no,online,average,excellent,yes,high,B,3.32,Not At Risk
6.75,46.05,2.08,0,5.08,10,8.85,5,female,21,yes,hybrid,average,good,yes,high,F,1.06,At Risk
9.51,93.1,3.55,6,4.13,7,8.23,1,female,18,no,hybrid,poor,average,yes,low,A,3.64,Not At Risk
8.77,79.77,3.36,6,9.17,6,6.47,1,female,19,no,hybrid,good,poor,no,high,A,3.58,Not At Risk
7.74,64.23,1.44,5,4.82,9,9.11,10,male,25,yes,hybrid,average,average,no,low,F,1.54,At Risk
11.09,95.65,1.22,6,9.05,10,0.94,2,female,21,no,offline,good,poor,yes,low,A,3.91,Not At Risk
11.42,57.21,2.79,1,4.58,4,5.21,4,male,24,yes,offline,average,poor,yes,low,A,3.86,Not At Risk
7.67,69.68,1.59,1,8.16,5,9.28,0,female,24,no,hybrid,good,excellent,no,middle,B,3.29,Not At Risk
3.19,66.88,2.67,4,9.76,0,5.83,5,female,21,yes,hybrid,good,average,no,middle,B,3.31,Not At Risk
11.72,89.31,2.09,2,4.37,2,4.87,2,male,18,yes,hybrid,good,average,no,middle,A,3.58,Not At Risk
10.38,93.52,2.82,2,6.53,3,10.29,2,female,19,yes,hybrid,poor,excellent,no,middle,A,3.96,Not At Risk
3.8,63.34,2.09,2,4.67,8,7.7,10,male,23,yes,online,good,average,yes,high,F,1.33,At Risk
6.17,40.72,3.6,0,9.92,0,11.22,5,female,21,yes,online,average,average,yes,low,B,3.28,Not At Risk
11.25,74.42,3.02,6,4.81,7,6.69,0,male,20,yes,online,poor,poor,yes,middle,A,3.58,Not At Risk
5.04,69.47,3.65,5,8.85,5,5.96,2,female,17,yes,online,average,excellent,no,middle,A,3.79,Not At Risk
5.76,83.03,2.27,5,4.39,4,9.59,6,male,26,yes,hybrid,average,excellent,yes,high,C,2.89,Not At Risk
2.08,45.89,2.86,0,8.97,2,6.25,2,female,17,yes,offline,good,poor,no,high,C,2.98,Not At Risk
0.2,96.84,2.34,3,6.58,10,10.53,3,male,23,yes,hybrid,average,average,no,high,F,1.95,At Risk
5.96,77.36,2.89,1,5.62,10,1.11,9,female,19,no,offline,average,poor,no,middle,F,0.8,At Risk
10.87,87.24,2.84,2,7.5,5,0.6,1,female,16,yes,hybrid,poor,poor,yes,high,A,3.67,Not At Risk
11.83,84.33,3.08,6,6.94,6,1.65,0,male,27,yes,offline,good,good,yes,low,A,3.77,Not At Risk
4.8,81.35,2.23,1,4.74,2,1.93,10,male,24,no,hybrid,good,good,no,low,C,2.79,Not At Risk
5.46,59.34,1.65,6,9.28,7,1.48,2,female,22,yes,offline,good,good,yes,middle,B,3.26,Not At Risk
8.18,47.11,2.19,7,4.82,8,2.43,1,male,18,yes,offline,good,poor,yes,middle,B,3.14,Not At Risk
11.81,71.76,3.4,4,4.55,0,7.53,3,female,18,no,hybrid,average,excellent,yes,low,A,3.86,Not At Risk
4.72,66.49,2.19,4,4.05,10,9.89,1,female,29,yes,hybrid,good,good,no,low,F,0.17,At Risk
7.9,65.52,2.4,7,5.69,5,9.8,4,female,19,no,hybrid,poor,poor,no,high,B,3.11,Not At Risk
